ID,GC,ORF_len,ORF_cov,Fickett,Hexamer_Score,MFE
MSTRG.16244.1,0.336244541,0.45,0.589519651,1.536204642,-40.5,-40.5
MSTRG.16245.1,0.322292994,0.92,0.351592357,1.330434831,-126.75,-126.75
MSTRG.16246.1,0.378947368,0.29,0.101754386,1.247148768,-191.1,-191.1
MSTRG.16247.3,0.403367003,2.74,0.553535354,1.365032699,-404.8,-404.8
MSTRG.16247.4,0.403508772,2.73,0.552631579,1.365259807,-401,-401
rna-XM_004503097.3,0.414434524,2.74,0.611607143,1.417042684,-374.8,-374.8
rna-XM_004503098.3,0.413561848,2.73,0.610283159,1.430414628,-369,-369
rna-XM_004503099.3,0.414307004,2.73,0.610283159,1.41947416,-371,-371
rna-XM_004503100.3,0.413741598,2.72,0.609410007,1.432888391,-365.2,-365.2
rna-XM_004503139.3,0.386792453,2.53,0.650943396,1.541171531,-282.4,-282.4
MSTRG.16253.1,0.354796321,0.48,0.189224704,1.259716731,-182.9,-182.9
rna-XR_003473863.1,0.461538462,0.18,0.276923077,1.591168262,-74.3,-74.3
MSTRG.16254.2,0.425318151,1.11,0.223040857,1.417425665,-425.2,-425.2
rna-XM_027336286.1,0.43984375,3.09,0.72421875,1.401046889,-368.3,-368.3
gene-LOC101496668,0.358310627,1.15,0.470027248,1.258505501,-165.8,-165.8
MSTRG.16255.1,0.382608696,2.73,0.64743083,1.38318328,-311,-311
rna-XM_004503106.3,0.385298869,2.73,0.661550889,1.354783145,-307,-307
MSTRG.16256.1,0.335130971,2.33,0.538520801,1.377143243,-291.6,-291.6
rna-XM_004503107.3,0.326860841,2.33,0.565533981,1.336585666,-276.1,-276.1
MSTRG.16260.1,0.355305466,2.1,0.506430868,1.366072503,-280.1,-280.1
MSTRG.16260.2,0.393269231,2.1,0.605769231,1.453143044,-241.1,-241.1
MSTRG.16260.4,0.408227848,1.04,0.329113924,1.293693002,-228.7,-228.7
rna-XM_004503114.3,0.384072581,2.1,0.635080645,1.437262532,-230.1,-230.1
MSTRG.16261.1,0.412272291,2.7,0.776605944,1.635353535,-274.6,-274.6
MSTRG.16261.2,0.366459627,1.5,0.310559006,1.204621922,-351.8,-351.8
rna-XM_004503115.3,0.383573243,2.7,0.685859441,1.457371795,-308.5,-308.5
MSTRG.16262.1,0.379788101,2.75,0.672371638,1.492291164,-321.4,-321.4
rna-XM_004503116.3,0.396209386,2.75,0.744584838,1.52245483,-301.5,-301.5
MSTRG.16264.2,0.423111111,3.16,0.842666667,1.386097282,-281.2,-281.2
MSTRG.16265.1,0.355172414,0.15,0.155172414,1.114502165,-40.8,-40.8
MSTRG.16270.1,0.43546798,2.77,0.818719212,1.323424578,-237.5,-237.5
rna-XM_004503140.1,0.475330927,2.77,1,1.340377476,-196,-196
MSTRG.16274.1,0.352839931,0.26,0.134251291,1.277688578,-111.4,-111.4
MSTRG.16275.1,0.4055666,0.63,0.375745527,1.311347737,-101,-101
rna-XM_027335424.1,0.409865471,2.74,0.737219731,1.461594957,-306.3,-306.3
MSTRG.16276.4,0.403474903,1.33,0.385135135,1.304574274,-269.7,-269.7
rna-XM_004503142.3,0.372727273,1.33,0.403030303,1.248383851,-249.9,-249.9
rna-XR_003473239.1,0.387840671,0.7,0.440251572,1.593296213,-110.5,-110.5
MSTRG.16277.1,0.365425158,2.91,0.613492621,1.465697819,-366.8,-366.8
rna-XM_027335932.1,0.371552975,2.91,0.633526851,1.482832265,-356.2,-356.2
MSTRG.16278.1,0.398804441,0.69,0.17677199,1.575895696,-303.1,-303.1
MSTRG.16278.2,0.398489933,0.69,0.173657718,1.545957569,-312.3,-312.3
MSTRG.16278.3,0.411500449,0.69,0.185983827,1.212479545,-296.6,-296.6
rna-XM_004503144.3,0.439916405,0.69,0.21630094,1.635404677,-247.8,-247.8
MSTRG.16279.1,0.323287671,0.53,0.435616438,1.680233073,-50.9,-50.9
MSTRG.16280.1,0.36322361,0.88,0.299659478,1.226286727,-190.8,-190.8
MSTRG.16280.2,0.366740088,0.88,0.290748899,1.217189965,-209.7,-209.7
MSTRG.16280.3,0.382716049,0.88,0.362139918,1.294937284,-165.9,-165.9
rna-XR_003473351.1,0.395256917,0.88,0.347826087,1.19733133,-169.8,-169.8
gene-LOC113787183,0.369408369,1.25,0.541125541,1.567891278,-171.6,-171.6
MSTRG.16281.2,0.417352281,3.73,0.836948392,1.472879694,-371.2,-371.2
MSTRG.16281.15,0.414901388,1.84,0.403214025,1.249140106,-379.7,-379.7
MSTRG.16281.16,0.419129082,2.54,0.592534992,1.371105949,-347.8,-347.8
MSTRG.16281.5,0.412844037,1.84,0.389555399,1.234212265,-387.5,-387.5
MSTRG.16281.7,0.414831131,1.84,0.405286344,1.168654229,-377.4,-377.4
MSTRG.16281.8,0.415528397,3.21,0.692307692,1.355299592,-381.3,-381.3
MSTRG.16281.18,0.419680404,2.99,0.754415475,1.328072012,-332.7,-332.7
gene-LOC113787185,0.349710983,1.31,0.378612717,1.51365431,-238.9,-238.9
MSTRG.16282.1,0.370916754,0.46,0.145416228,1.429115394,-213,-213
gene-LOC101500767,0.411016949,0.83,0.351694915,1.436883224,-189.8,-189.8
rna-XM_004503147.2,0.389395195,3.89,0.966859983,1.595231574,-317.2,-317.2
MSTRG.16283.1,0.344936709,0.64,0.607594937,1.577556818,-63.5,-63.5
MSTRG.16288.1,0.339176829,2.17,0.496189024,1.396585648,-293,-293
rna-XM_004503153.3,0.346345515,2.17,0.540697674,1.45667408,-276.9,-276.9
MSTRG.16289.1,0.364875702,1.59,0.382518043,1.36993589,-286.5,-286.5
rna-XM_004503154.3,0.367595819,1.59,0.415505226,1.430750428,-264.7,-264.7
MSTRG.16289.2,0.364261168,1.59,0.409793814,1.336191407,-265.5,-265.5
MSTRG.16290.4,0.397959184,1.2,0.262390671,1.236042083,-291.3,-291.3
rna-XM_027335832.1,0.417935702,1.46,0.370558376,1.327463415,-255.7,-255.7
rna-XM_027335830.1,0.411906677,1.53,0.3692679,1.214566219,-271.3,-271.3
MSTRG.16290.7,0.382159624,1.2,0.338028169,1.467541356,-224.5,-224.5
rna-XM_027335831.1,0.415196744,1.53,0.622795115,1.632719863,-154.1,-154.1
rna-XM_027335829.1,0.397522523,1.85,0.625,1.42044741,-198.2,-198.2
rna-XM_004503155.3,0.438880707,1.71,0.755522828,1.810692602,-123.7,-123.7
rna-TRNAP-AGG-11,0.541666667,0.05,0.208333333,3.023214286,-26,-26
MSTRG.16290.8,0.421364985,2.41,0.715133531,1.344170322,-234.9,-234.9
MSTRG.16291.4,0.375582479,1.38,0.38583411,1.239439009,-258.1,-258.1
MSTRG.16294.1,0.33029909,0.92,0.358907672,1.233214265,-172.7,-172.7
MSTRG.16296.1,0.387700535,0.69,0.276737968,1.453815923,-156,-156
MSTRG.16297.1,0.362445415,0.26,0.340611354,1.539583333,-60,-60
rna-XM_004503162.3,0.390710383,3.52,0.721311475,1.627197347,-345.7,-345.7
gene-LOC101505142,0.329192547,0.67,0.312111801,1.44952877,-135.1,-135.1
MSTRG.16303.1,0.372037915,0.28,0.099526066,1.205116422,-228.2,-228.2
MSTRG.16304.1,0.392491468,1.39,0.47440273,1.318819157,-218.2,-218.2
MSTRG.16304.2,0.37694419,1.9,0.521500457,1.390726965,-247.1,-247.1
rna-XM_004503166.3,0.395918367,1.9,0.581632653,1.45366418,-224.3,-224.3
rna-XM_004503170.3,0.352040816,2.39,0.522594752,1.215736474,-328.9,-328.9
rna-XM_012716595.2,0.352898019,2.9,0.638297872,1.27827216,-326,-326
rna-XM_004503168.3,0.354640981,2.9,0.761821366,1.317643049,-273.9,-273.9
MSTRG.16307.1,0.319298246,0.16,0.168421053,1.457581397,-59.1,-59.1
rna-XR_003473749.1,0.314285714,0.64,0.342857143,1.297205623,-105.3,-105.3
MSTRG.16310.2,0.284140969,0.39,0.085903084,1.090671306,-235.4,-235.4
MSTRG.16311.1,0.353240152,2.05,0.781448539,1.465266106,-173.4,-173.4
rna-XM_004503174.2,0.412798875,3.1,0.654008439,1.586377506,-381.6,-381.6
rna-XM_004503335.3,0.353075171,1.85,0.632118451,1.306330896,-228.1,-228.1
MSTRG.16315.1,0.375690608,0.71,0.58839779,1.838672969,-82.9,-82.9
MSTRG.16316.3,0.3526603,0.59,0.120736698,1.133441962,-309.6,-309.6
MSTRG.16319.1,0.406226835,2.89,0.642698295,1.496624892,-343.6,-343.6
MSTRG.16319.2,0.396563574,2.89,0.595876289,1.37221352,-357.07,-357.07
rna-XM_004503176.3,0.403587444,2.89,0.647982063,1.368989932,-333.17,-333.17
rna-XM_004503177.3,0.415109667,2.89,0.704305443,1.486707295,-319.7,-319.7
rna-XR_003473844.1,0.387096774,0.13,0.419354839,1.657738095,-19.6,-19.6
rna-XR_003473843.1,0.4,0.13,0.410526316,1.933035714,-20.8,-20.8
MSTRG.16320.1,0.358024691,1.33,0.615740741,1.293909593,-142,-142
MSTRG.16321.2,0.411642412,2.9,0.602910603,1.452814852,-374.1,-374.1
rna-XM_004503178.3,0.420574887,2.9,0.658093797,1.451004067,-364.74,-364.74
rna-XM_027335770.1,0.402575107,2.73,0.703004292,1.418630433,-310.2,-310.2
MSTRG.16324.4,0.383966245,0.19,0.120253165,1.435155123,-102.7,-102.7
rna-XR_189931.3,0.410041841,2.23,0.559832636,1.267489608,-334.6,-334.6
rna-XM_004503184.3,0.41369863,2.48,0.679452055,1.290970964,-314,-314
rna-XR_003473220.1,0.411265432,2.48,0.574074074,1.257199044,-344.1,-344.1
MSTRG.16326.3,0.405120482,2.4,0.542168675,1.251586276,-338.4,-338.4
MSTRG.16326.4,0.379496403,0.74,0.199640288,1.226144361,-282,-282
MSTRG.16326.5,0.379456706,1.56,0.397283531,1.308715301,-278.5,-278.5
MSTRG.16329.3,0.42183908,0.3,0.103448276,1.266661596,-240.6,-240.6
rna-XR_189932.3,0.402027027,3.04,0.616216216,1.170998643,-372.2,-372.2
MSTRG.16330.3,0.399004267,3.04,0.648648649,1.179490152,-355.44,-355.44
MSTRG.16331.1,0.316793893,0.25,0.286259542,1.456495098,-39.8,-39.8
rna-XM_004503192.2,0.391483516,3.16,0.651098901,1.472107645,-354.1,-354.1
MSTRG.16336.1,0.363636364,0.36,0.22832981,1.201147455,-110.9,-110.9
MSTRG.16337.7,0.39119171,0.79,0.613989637,1.734701797,-85.5,-85.5
rna-XR_003473200.1,0.325320513,1.05,0.504807692,1.303097588,-144.7,-144.7
MSTRG.16339.1,0.31372549,0.79,0.516339869,1.215261438,-100.4,-100.4
MSTRG.16340.1,0.375985977,2.35,0.617879053,1.191480353,-279.1,-279.1
rna-XM_004503198.3,0.38547486,2.35,0.656424581,1.184260676,-268.5,-268.5
MSTRG.16340.2,0.376623377,1.45,0.434565435,1.207295028,-241.2,-241.2
rna-XM_004503200.3,0.404181185,3.21,0.671080139,1.576095106,-349.9,-349.9
MSTRG.16346.1,0.339920949,0.31,0.367588933,1.286588412,-52.7,-52.7
rna-XR_001144053.2,0.411817368,1.96,0.526410027,1.329664669,-257.4,-257.4
rna-XM_004503204.2,0.387589013,1.96,0.598168871,1.390161281,-230.5,-230.5
rna-XM_004503206.3,0.35460251,1.68,0.527196653,1.290323794,-222.7,-222.7
MSTRG.16347.1,0.351588171,1.68,0.552026287,1.306607461,-209.9,-209.9
MSTRG.16348.1,0.425492034,1.86,0.522961575,1.311298488,-300.4,-300.4
rna-XM_004503207.3,0.456299659,1.86,0.633371169,1.363795775,-262.8,-262.8
MSTRG.16349.1,0.405610311,2.68,0.609552691,1.461283263,-353.1,-353.1
MSTRG.16349.2,0.410640067,2.66,0.663341646,1.453321351,-331.9,-331.9
MSTRG.16349.3,0.411119812,1.58,0.371182459,1.513652146,-351.5,-351.5
rna-XM_004503208.3,0.428691275,2.68,0.674496644,1.500124433,-342.9,-342.9
rna-XR_003473895.1,0.410526316,0.19,0.6,2.721428571,-21.8,-21.8
MSTRG.16352.1,0.385113269,0.5,0.485436893,1.519036519,-74.7,-74.7
MSTRG.16355.1,0.358856089,1.77,0.489852399,1.357931102,-254.3,-254.3
rna-XM_004503212.3,0.362541073,1.77,0.581599124,1.440701256,-208.4,-208.4
MSTRG.16356.2,0.379562044,2.53,0.615571776,1.475048571,-298.5,-298.5
rna-XM_004503215.3,0.446527778,2.91,0.60625,1.39785785,-421.2,-421.2
MSTRG.16358.6,0.407279029,0.48,0.249566724,1.275716684,-131.5,-131.5
MSTRG.16361.1,0.434456929,2.52,0.566292135,1.268302109,-309.62,-309.62
rna-XM_004503227.3,0.45987376,2.52,0.681695221,1.319848448,-269.88,-269.88
MSTRG.16362.1,0.391391391,1.46,0.438438438,1.557370821,-234.4,-234.4
rna-XM_012716591.2,0.449086162,1.46,0.571801567,1.581382344,-187.7,-187.7
MSTRG.16363.1,0.26223092,0.57,0.167318982,1.13863311,-187.7,-187.7
MSTRG.16364.1,0.330206379,0.27,0.151969981,1.3605455,-111.4,-111.4
MSTRG.16365.1,0.334222222,2.2,0.586666667,1.432938529,-258.5,-258.5
rna-XM_027335488.1,0.364389234,2.2,0.683229814,1.479067272,-235.8,-235.8
rna-XM_004503228.3,0.34179357,3.16,0.802030457,1.434124364,-275.6,-275.6
MSTRG.16367.2,0.363853503,0.89,0.212579618,1.322709504,-283,-283
MSTRG.16367.3,0.365111562,0.89,0.270791075,1.198380682,-219.6,-219.6
MSTRG.16368.1,0.396252602,2.95,0.614156836,1.253210851,-362.6,-362.6
MSTRG.16368.2,0.400719424,2.92,0.630215827,1.234506561,-350.9,-350.9
MSTRG.16368.3,0.401146132,3.08,0.661891117,1.222860488,-352.1,-352.1
MSTRG.16368.4,0.398037842,2.34,0.491941135,1.248095428,-361.3,-361.3
rna-XM_004503231.3,0.402520385,3.08,0.684951816,1.215131579,-343.1,-343.1
rna-XM_004503232.3,0.398561151,2.95,0.636690647,1.238494789,-351.7,-351.7
rna-XM_012716583.2,0.402084885,2.92,0.652271035,1.226869763,-341.3,-341.3
rna-XM_012716585.2,0.403286034,2.47,0.553398058,1.195080902,-343,-343
MSTRG.16368.5,0.403944485,2.47,0.541271001,1.192903598,-350.9,-350.9
rna-XM_012716582.2,0.385542169,3.05,0.648476258,1.319894715,-346.5,-346.5
rna-XM_004503234.3,0.398331595,2.59,0.810218978,1.911601307,-242.9,-242.9
rna-TRNAL-UAA-5,0.554216867,0,0,1.7625,-31.6,-31.6
MSTRG.16374.1,0.408934708,2.74,0.706185567,1.397466363,-286.5,-286.5
rna-XM_004503240.3,0.426499033,2.74,0.794970986,1.382611051,-257.3,-257.3
MSTRG.16374.2,0.417070805,2.08,0.605237633,1.263165106,-251.9,-251.9
rna-XM_004503241.3,0.357406043,3.44,0.760501105,1.526634214,-278.4,-278.4
rna-XM_004503242.3,0.395667047,1.74,0.595210946,1.45132096,-232.6,-232.6
MSTRG.16378.1,0.442782349,3.18,0.713537771,1.597437436,-388.9,-388.9
rna-XM_004503247.3,0.445216049,3.18,0.736111111,1.668002662,-380.4,-380.4
MSTRG.16379.3,0.411392405,1.61,0.436708861,1.24711712,-281.6,-281.6
gene-LOC101506107,0.393280632,1.42,0.420948617,1.297398004,-243.7,-243.7
MSTRG.16379.4,0.326315789,0.87,0.305263158,1.224710413,-183.9,-183.9
rna-XM_012716608.2,0.365853659,2.87,0.777777778,1.551430314,-274.3,-274.3
rna-XM_012716609.2,0.37732342,2.86,0.79739777,1.549939622,-262.2,-262.2
rna-XR_003473906.1,0.456410256,0.18,0.276923077,1.723418394,-68.3,-68.3
MSTRG.16385.1,0.326894502,0.41,0.182763744,1.220727913,-143.8,-143.8
MSTRG.16385.2,0.320734341,0.41,0.132829374,1.284022271,-189,-189
MSTRG.16385.3,0.369863014,0.33,0.271232877,1.397840532,-75.2,-75.2
MSTRG.16385.4,0.306781485,0.29,0.093649085,1.239521753,-186.9,-186.9
MSTRG.16390.1,0.342318059,2.27,0.917789757,1.32903616,-162.3,-162.3
rna-XM_004503339.3,0.35978836,1.89,1,1.474691471,-131.1,-131.1
rna-XM_027336234.1,0.345405768,4.05,0.814889336,1.41219631,-353.1,-353.1
rna-XM_004503341.3,0.411764706,1.14,0.838235294,1.760690236,-84.9,-84.9
MSTRG.16393.1,0.407035176,1.14,0.859296482,1.8253663,-82.4,-82.4
MSTRG.16395.1,0.358547655,2.53,0.574130106,1.208253406,-283.7,-283.7
rna-XM_004503258.3,0.362270451,2.53,0.633555927,1.280996017,-258.8,-258.8
rna-XM_004503259.3,0.347624565,2.33,0.809965238,1.322590821,-187.2,-187.2
MSTRG.16396.1,0.340042373,2.33,0.740466102,1.269837504,-200.7,-200.7
MSTRG.16396.2,0.338744589,1.85,0.600649351,1.47569872,-198.1,-198.1
MSTRG.16397.1,0.302380952,0.51,0.182142857,1.3955895,-196.6,-196.6
MSTRG.16397.2,0.326446281,0.44,0.545454545,1.755240683,-47.4,-47.4
MSTRG.16398.1,0.331674959,0.86,0.427860697,1.376121817,-110.6,-110.6
rna-XR_003473923.1,0.509803922,0.08,0.156862745,1.311771562,-56.7,-56.7
rna-XM_027335711.1,0.393150685,3.99,0.819863014,1.717430297,-290.7,-290.7
rna-XR_003473818.1,0.471794872,0.18,0.276923077,1.622474747,-78,-78
MSTRG.16401.1,0.36762226,0.41,0.207419899,1.190782694,-124,-124
rna-XR_003473841.1,0.471794872,0.18,0.276923077,1.796949761,-71.7,-71.7
MSTRG.16402.1,0.384016973,3.28,0.695898161,1.355867209,-360.3,-360.3
MSTRG.16402.2,0.37332281,2.79,0.660615627,1.315307885,-315.4,-315.4
rna-XM_004503261.3,0.397697077,2.79,0.741364039,1.335670036,-295.4,-295.4
rna-XM_004503260.3,0.407232704,3.28,0.773584906,1.382533776,-341.7,-341.7
MSTRG.16406.1,0.345345345,0,0,1.931837307,-44.3,-44.3
MSTRG.16410.1,0.385826772,0.86,0.338582677,1.23004003,-171.6,-171.6
MSTRG.16411.1,0.403003755,1.41,0.529411765,1.515334954,-228.6,-228.6
MSTRG.16412.1,0.403003755,0.88,0.330413016,1.489044512,-162,-162
rna-XM_004503268.3,0.432601881,1.41,0.663009404,1.414547258,-179.4,-179.4
rna-XM_004503269.3,0.42992126,1.41,0.666141732,1.694278034,-184.3,-184.3
MSTRG.16414.1,0.363169479,2.47,0.543653705,1.272812817,-295.5,-295.5
rna-XM_004503271.3,0.372374798,2.47,0.598546042,1.262803726,-268.7,-268.7
rna-XM_012716601.2,0.438857143,1.41,0.483428571,1.314726009,-258.4,-258.4
rna-XM_027336196.1,0.435825106,1.68,0.710860367,1.540043369,-206.4,-206.4
rna-XM_004503272.3,0.402651779,3.09,0.646894627,1.783750628,-364,-364
MSTRG.16415.2,0.398576512,1.76,0.375800712,1.88777084,-358,-358
MSTRG.16415.3,0.402745995,1.76,0.402745995,1.773582854,-343.9,-343.9
MSTRG.16415.4,0.393848462,3.1,0.697674419,1.914351852,-341.7,-341.7
MSTRG.16415.5,0.390014472,1.76,0.382054993,1.829120057,-355.7,-355.7
MSTRG.16417.1,0.369217082,1.09,0.290925267,1.272045689,-254.2,-254.2
MSTRG.16417.2,0.363547758,1.09,0.31871345,1.278836408,-225.8,-225.8
rna-XM_004503275.3,0.381884945,1.09,0.400244798,1.337627597,-193.6,-193.6
rna-XM_004503276.3,0.388557807,1.09,0.389749702,1.328993632,-205.9,-205.9
rna-XR_003473814.1,0.406976744,0.04,0.139534884,1.697619048,-17.9,-17.9
rna-XR_003473815.1,0.476190476,0.21,0.75,2.083333333,-19.1,-19.1
rna-XR_003473816.1,0.430232558,0.06,0.209302326,1.696428571,-17.3,-17.3
rna-XR_003473811.1,0.380952381,0.13,0.464285714,1.498214286,-12.7,-12.7
rna-XR_003473812.1,0.385542169,0.13,0.469879518,2.567857143,-12.7,-12.7
rna-XR_003473813.1,0.452380952,0.21,0.75,1.40952381,-19.6,-19.6
rna-XM_004503279.3,0.419678715,3.21,0.644578313,1.558477415,-406,-406
rna-XR_003473817.1,0.476190476,0.21,0.75,1.775,-15.7,-15.7
rna-XR_003473819.1,0.418604651,0.06,0.209302326,1.794642857,-16.8,-16.8
MSTRG.16420.1,0.390405904,2.42,0.535793358,1.539353332,-330.6,-330.6
rna-XM_004503281.3,0.414746544,2.42,0.669124424,1.738820252,-280.6,-280.6
rna-XR_003473808.1,0.441025641,0.18,0.276923077,1.642496392,-69.4,-69.4
MSTRG.16423.5,0.395711501,1.69,0.494152047,1.366139278,-253.7,-253.7
MSTRG.16424.1,0.35678392,1.98,0.596984925,1.288905775,-228.7,-228.7
rna-NM_001278948.1,0.371318822,1.68,0.645326504,1.342820223,-184.2,-184.2
MSTRG.16428.1,0.449699054,2.77,0.714531384,1.513297775,-344.1,-344.1
rna-XM_004503293.3,0.446922391,2.77,0.741302409,1.547143579,-340.1,-340.1
rna-XM_004503294.3,0.424221922,3.36,0.682002706,1.312731047,-416.2,-416.2
rna-XM_004503299.3,0.402498265,3.23,0.672449688,1.463589514,-359.8,-359.8
MSTRG.16434.1,0.406985032,2.28,0.487526728,1.279311023,-354.5,-354.5
rna-XM_004503301.3,0.408210689,2.28,0.529821844,1.290591295,-332.5,-332.5
MSTRG.16435.1,0.36754717,1.91,0.43245283,1.316974294,-290.6,-290.6
rna-XM_004503303.3,0.393289842,1.91,0.534016775,1.409370016,-240.2,-240.2
MSTRG.16437.1,0.3184,0.33,0.1584,1.286002431,-121.9,-121.9
MSTRG.16438.1,0.32535461,1.71,0.454787234,1.203054723,-242.2,-242.2
rna-XM_004503305.3,0.332291667,1.71,0.534375,1.140521132,-209.9,-209.9
MSTRG.16440.1,0.37962963,1.6,0.444444444,1.239046625,-250.6,-250.6
rna-XM_004503307.3,0.390544707,1.6,0.49331963,1.243662465,-239.1,-239.1
MSTRG.16441.1,0.341902314,0.33,0.254498715,1.538642332,-73.2,-73.2
rna-XM_004503308.3,0.403430276,2.92,0.653243848,1.384465705,-310.4,-310.4
rna-XM_004503309.3,0.417525773,1.31,0.506443299,1.332320373,-186.2,-186.2
rna-XM_004503313.3,0.402808574,3.02,0.66962306,1.492965266,-338.8,-338.8
rna-XM_004503312.3,0.414542729,3.07,0.690404798,1.571319369,-339.5,-339.5
rna-XM_012716611.2,0.412790698,3.21,0.699854651,1.585202002,-351.6,-351.6
rna-XM_004503311.3,0.408355795,3.46,0.699460916,1.533521447,-374.8,-374.8
MSTRG.16445.3,0.394774011,2.63,0.55720339,1.367939203,-346.4,-346.4
MSTRG.16446.2,0.348024316,0.84,0.382978723,1.161024941,-143.3,-143.3
rna-XM_004503314.3,0.391380827,3.09,0.81530343,1.295225966,-276.4,-276.4
rna-XM_004503316.3,0.319434629,1.29,0.273498233,1.133249569,-267.7,-267.7
MSTRG.16448.1,0.370522006,1.79,0.54964176,1.234988645,-217.8,-217.8
rna-XM_004503317.3,0.390977444,1.79,0.672932331,1.213668929,-188.1,-188.1
MSTRG.16449.1,0.373239437,2.31,0.610035211,1.174822996,-271,-271
rna-XM_004503318.2,0.393700787,2.17,0.732283465,1.156032676,-215.5,-215.5
MSTRG.16453.1,0.363636364,0.37,0.347962382,1.426785714,-57.5,-57.5
MSTRG.16455.3,0.346028292,0.4,0.130576714,1.373243777,-221,-221
rna-XM_004503327.3,0.433572711,2.23,0.6005386,1.374043704,-277.32,-277.32
MSTRG.16457.4,0.34965035,0.46,0.137862138,1.284799966,-230.6,-230.6
rna-XR_001144037.2,0.342272406,0.49,0.103740296,1.142583998,-329.8,-329.8
rna-XR_003473472.1,0.333761232,0.96,0.36970475,1.218497475,-168.8,-168.8
MSTRG.16459.4,0.343517754,1.73,0.428571429,1.193760634,-214.4,-214.4
rna-XM_004503346.2,0.381381381,1.42,0.63963964,1.373064081,-167.9,-167.9
rna-XR_003473744.1,0.291600634,1.31,0.622820919,1.158586614,-136.3,-136.3
rna-XM_027335519.1,0.349232013,3.83,0.928860146,1.458885027,-257.6,-257.6
rna-XM_027335520.1,0.3512,3.83,0.9192,1.590364924,-257.5,-257.5
MSTRG.16460.1,0.351175994,3.83,0.931873479,1.444003152,-262.3,-262.3
rna-XM_004503355.2,0.374485597,2.38,0.979423868,2.0532187,-173.6,-173.6
rna-XM_004503356.3,0.343426295,3.84,0.917928287,1.585371408,-249.3,-249.3
rna-XR_003473210.1,0.304093567,0.78,0.342105263,1.171695668,-138.9,-138.9
rna-XM_027335701.1,0.354185833,3.31,0.913523459,1.513119362,-224.6,-224.6
rna-XM_012716624.2,0.35,3.83,0.926612903,1.551567161,-257.1,-257.1
MSTRG.16461.1,0.391304348,0.84,0.644501279,1.233174058,-78.7,-78.7
MSTRG.16461.2,0.390180879,0.84,0.651162791,1.249796002,-76.9,-76.9
rna-XM_027336180.1,0.353395062,3.8,0.87962963,1.462201371,-303.9,-303.9
rna-XM_012716625.2,0.355242567,3.76,0.882629108,1.458594355,-297,-297
rna-XM_004503348.3,0.409337676,1.92,0.625407166,1.432135668,-247.5,-247.5
MSTRG.16462.1,0.393320965,1.92,0.53432282,1.350886826,-283.2,-283.2
MSTRG.16462.2,0.392824287,1.92,0.529898804,1.343500691,-287.8,-287.8
rna-XM_027335391.1,0.406779661,1.92,0.697336562,1.495270898,-223.4,-223.4
MSTRG.16463.4,0.357764877,0.89,0.193759071,1.153168231,-321.2,-321.2
rna-XM_004503351.3,0.301872659,2.26,0.507865169,1.271940193,-257.31,-257.31
MSTRG.16468.1,0.416267943,0.51,0.732057416,1.648239918,-43.5,-43.5
MSTRG.16469.1,0.370184255,0.62,0.311557789,1.29978836,-121.6,-121.6
rna-XM_004503374.3,0.344262295,1.35,0.442622951,1.263796074,-203.8,-203.8
MSTRG.16470.1,0.328185328,0.69,0.266409266,1.202451283,-154.1,-154.1
MSTRG.16470.2,0.35875,1.35,0.50625,1.301789113,-186.5,-186.5
rna-XR_001144054.2,0.344463972,0.69,0.363796134,1.433710341,-110.9,-110.9
MSTRG.16470.3,0.349570201,1.12,0.481375358,1.242611649,-162.2,-162.2
MSTRG.16470.4,0.350073855,1.21,0.536189069,1.278254833,-161,-161
MSTRG.16473.1,0.372031662,0.31,0.245382586,1.263815789,-87.6,-87.6
rna-XM_004503363.3,0.379790941,2.45,0.512195122,1.253246719,-354.4,-354.4
rna-TRNAD-GUC-21,0.611111111,0,0,2.575,-26,-26
MSTRG.16476.1,0.36026936,0.46,0.116161616,1.312456294,-233.3,-233.3
rna-XM_004503373.3,0.302967564,1.34,0.277432712,1.130900488,-306.5,-306.5
MSTRG.16478.2,0.314663951,0.68,0.207739308,1.224337318,-209.5,-209.5
MSTRG.16479.1,0.325047801,0.7,0.401529637,1.497307692,-110.2,-110.2
rna-XR_003473761.1,0.334586466,0.7,0.394736842,1.533134096,-110,-110
rna-XM_027335991.1,0.349677419,2.47,0.956129032,2.235710443,-145.1,-145.1
MSTRG.16480.1,0.36416185,2.18,0.945086705,2.395710956,-135.3,-135.3
MSTRG.16480.4,0.353221957,0.32,0.229116945,2.06876045,-79.4,-79.4
MSTRG.16480.2,0.382478632,0.51,0.326923077,2.275101317,-99.6,-99.6
MSTRG.16480.5,0.395189003,0.51,0.525773196,2.217058824,-56,-56
MSTRG.16481.1,0.347903657,0.97,0.259589652,1.133650194,-225.9,-225.9
MSTRG.16482.1,0.349869452,0.59,0.231070496,1.288134667,-157.7,-157.7
MSTRG.16483.1,0.493670886,0,0,1.856157635,-4.6,-4.6
MSTRG.16484.1,0.344525547,0.37,0.162043796,1.655283292,-144.5,-144.5
MSTRG.16485.2,0.3599182,0.78,0.478527607,1.387948361,-100.7,-100.7
MSTRG.16485.1,0.36637931,1.92,0.496551724,1.293070301,-267.1,-267.1
MSTRG.16485.3,0.377800407,1.76,0.537678208,1.326700124,-235.9,-235.9
rna-XM_012716665.2,0.37,0.77,0.5775,1.447922502,-88.1,-88.1
