lncRNA_ID,lncRNA_Class,mRNA_ID
STRG.3418.1,intronic,XR_189867.3
STRG.3418.1,overlapping,XR_001143971.2
STRG.3418.1,overlapping,XR_003472836.1
STRG.3419.1,antisense,XM_004501415.3
STRG.342.1,antisense,NM_001364787.1
STRG.3420.1,overlapping,XM_004501419.3
STRG.3421.1,overlapping,XM_027334731.1
STRG.3422.1,antisense,XM_004501439.3
STRG.3423.1,overlapping,XR_001143970.2
STRG.3423.1,overlapping,XR_003472763.1
STRG.3423.1,overlapping,XR_003472764.1
STRG.3423.1,overlapping,XR_001143969.2
STRG.3424.1,overlapping,XR_003473020.1
STRG.3426.1,antisense,XM_004501478.3
STRG.3427.1,overlapping,XM_004501479.3
STRG.3428.1,intronic,XM_027334513.1
STRG.3428.1,overlapping,XM_027334514.1
STRG.3428.1,overlapping,XM_027334512.1
STRG.3428.1,overlapping,XR_003472865.1
STRG.3428.1,overlapping,XR_003472866.1
STRG.3429.1,overlapping,XM_012716146.2
STRG.343.1,overlapping,XR_003470434.1
STRG.3430.1,antisense,XM_004501522.3
STRG.3430.1,antisense,XM_027334460.1
STRG.3431.1,overlapping,XM_004501752.1
STRG.3433.1,antisense,XM_004501534.3
STRG.3434.1,intronic,XM_027334925.1
STRG.3434.1,intronic,XM_027334927.1
STRG.3434.1,intronic,XM_027334926.1
STRG.3434.1,intronic,XM_027334924.1
STRG.3435.1,overlapping,XM_027334926.1
STRG.3435.1,overlapping,XM_027334927.1
STRG.3435.1,overlapping,XM_027334924.1
STRG.3435.1,overlapping,XM_027334925.1
STRG.3436.1,intronic,XM_004501754.2
STRG.3437.1,intronic,XM_004501754.2
STRG.3438.1,overlapping,XM_004501553.3
STRG.3438.1,overlapping,XM_004501552.3
STRG.3438.1,overlapping,XM_004501551.3
STRG.3438.1,overlapping,XM_027334348.1
STRG.3438.2,overlapping,XM_004501553.3
STRG.3438.2,overlapping,XM_004501551.3
STRG.3438.2,overlapping,XM_027334348.1
STRG.3438.2,overlapping,XM_004501552.3
STRG.3438.3,overlapping,XM_004501552.3
STRG.3438.3,overlapping,XM_004501553.3
STRG.3438.3,overlapping,XM_004501551.3
STRG.3438.3,overlapping,XM_027334348.1
STRG.3439.1,overlapping,XR_003472887.1
STRG.344.1,overlapping,XM_004487841.3
STRG.3440.1,antisense,XM_004501563.3
STRG.3440.1,overlapping,XM_027334965.1
STRG.3440.1,overlapping,XM_004501567.3
STRG.3440.1,overlapping,XM_012716169.2
STRG.3440.1,overlapping,XM_012716167.2
STRG.3440.1,overlapping,XM_004501566.3
STRG.3441.1,intronic,XM_012716079.2
STRG.3441.1,intronic,XM_004501569.3
STRG.3441.1,intronic,XM_004501568.3
STRG.3442.1,overlapping,XR_003473052.1
STRG.3443.1,antisense,XM_027334596.1
STRG.3444.1,antisense,XM_004501583.3
STRG.3445.1,intronic,XM_004501593.3
STRG.3445.1,overlapping,XM_004501594.3
STRG.3446.1,intronic,XM_004501603.3
STRG.3447.1,overlapping,XM_004501609.3
STRG.3448.1,antisense,XM_004501609.3
STRG.3449.1,antisense,XM_004501624.3
STRG.345.1,antisense,XM_004487853.3
STRG.3451.1,intronic,XM_027335076.1
STRG.3451.1,intronic,XM_027335075.1
STRG.3451.1,intronic,XM_012716097.2
STRG.3451.1,intronic,XM_027335078.1
STRG.3451.1,intronic,XM_027335084.1
STRG.3451.1,intronic,XM_027335077.1
STRG.3451.1,intronic,XM_027335080.1
STRG.3451.1,intronic,XM_027335083.1
STRG.3451.1,intronic,XM_027335082.1
STRG.3451.1,intronic,XM_027335085.1
STRG.3451.1,intronic,XM_027335081.1
STRG.3451.1,intronic,XM_027335079.1
STRG.3452.1,overlapping,XM_004501649.3
STRG.3453.1,overlapping,XM_004501651.3
STRG.3454.1,overlapping,XM_027334300.1
STRG.3454.1,overlapping,XM_027334296.1
STRG.3454.1,overlapping,XM_027334301.1
STRG.3454.1,overlapping,XM_027334298.1
STRG.3454.1,overlapping,XM_027334302.1
STRG.3454.1,overlapping,XM_027334293.1
STRG.3454.1,overlapping,XM_027334297.1
STRG.3454.1,antisense,XM_004501654.3
STRG.3454.1,overlapping,XM_027334292.1
STRG.3454.1,overlapping,XM_027334290.1
STRG.3454.1,overlapping,XM_027334303.1
STRG.3454.1,overlapping,XM_027334294.1
STRG.3454.1,overlapping,XM_027334291.1
STRG.3454.1,overlapping,XM_027334295.1
STRG.3454.1,overlapping,XM_027334299.1
STRG.3455.1,overlapping,XR_001143972.2
STRG.3456.1,intronic,XM_004501671.3
STRG.3457.1,overlapping,XM_004501672.3
STRG.3458.1,intronic,XR_003472771.1
STRG.346.1,intronic,XM_004487899.2
STRG.3461.1,overlapping,XR_003473024.1
STRG.3461.1,overlapping,XR_003473026.1
STRG.3461.1,overlapping,XR_003473025.1
STRG.3462.1,intronic,XM_004501687.3
STRG.3463.1,intronic,XM_027334525.1
STRG.3463.1,overlapping,XM_004501695.3
STRG.3464.1,antisense,XR_003472900.1
STRG.3464.1,antisense,XM_004501698.3
STRG.3465.1,intronic,XM_027334553.1
STRG.3465.1,intronic,XM_004501701.3
STRG.3466.1,antisense,XM_027334553.1
STRG.3466.1,antisense,XM_004501701.3
STRG.3467.1,intronic,XR_003472897.1
STRG.3468.1,intronic,XM_004501764.3
STRG.3469.1,intronic,XM_004501764.3
STRG.347.1,overlapping,XM_004487899.2
STRG.3471.1,overlapping,XM_004501770.3
STRG.3472.1,overlapping,XM_004501772.3
STRG.3472.1,overlapping,XM_012716267.2
STRG.3473.1,antisense,XM_027334343.1
STRG.3473.1,antisense,XM_004501780.3
STRG.3476.1,overlapping,XM_004501814.3
STRG.3476.2,overlapping,XM_004501814.3
STRG.3477.1,overlapping,XM_004501815.3
STRG.3477.1,overlapping,XM_027334268.1
STRG.3478.1,antisense,XM_012716310.2
STRG.3478.1,antisense,XM_027334793.1
STRG.3478.1,antisense,XM_004501824.3
STRG.3478.1,antisense,XM_012716311.2
STRG.3478.1,antisense,XM_012716309.2
STRG.348.1,antisense,XM_004487858.3
STRG.3480.1,intronic,XM_012716258.2
STRG.3480.1,intronic,XM_004502061.3
STRG.3481.1,overlapping,XM_012716257.2
STRG.3481.1,overlapping,XM_004501836.3
STRG.3481.1,overlapping,XM_004501835.3
STRG.3481.1,overlapping,XM_027334248.1
STRG.3482.1,intronic,XM_012716265.2
STRG.3483.1,overlapping,XR_003472848.1
STRG.3484.1,overlapping,XR_001143988.2
STRG.3484.2,overlapping,XR_001143988.2
STRG.3484.3,overlapping,XR_001143988.2
STRG.3484.4,overlapping,XR_001143988.2
STRG.3484.5,overlapping,XR_001143988.2
STRG.3485.1,overlapping,XM_027335156.1
STRG.3487.1,overlapping,XM_004501886.3
STRG.3488.1,antisense,XM_027334239.1
STRG.3489.1,overlapping,XM_004501898.3
STRG.349.1,antisense,XM_004487859.3
STRG.3490.1,overlapping,XM_004501900.3
STRG.3491.1,antisense,XM_004502072.3
STRG.3492.1,overlapping,XM_004501907.3
STRG.3493.1,intronic,XM_004502074.1
STRG.3494.1,overlapping,XR_003472895.1
STRG.3495.1,overlapping,XR_001143989.2
STRG.3495.1,intronic,XR_003472824.1
STRG.3495.2,overlapping,XR_001143989.2
STRG.3495.2,intronic,XR_003472824.1
STRG.3496.1,antisense,XM_027334860.1
STRG.3496.1,antisense,XM_004501918.3
STRG.3497.1,antisense,XM_004501928.3
STRG.3498.1,overlapping,XM_004501936.3
STRG.3499.1,overlapping,XM_012716303.2
STRG.3499.1,overlapping,XR_003472954.1
STRG.3499.1,overlapping,XM_004501937.3
STRG.35.1,antisense,XM_012712917.2
STRG.35.1,antisense,XM_004485531.3
STRG.350.1,overlapping,XR_003472445.1
STRG.3501.1,antisense,XM_004501940.3
STRG.3502.1,antisense,XM_004501944.3
STRG.3502.1,antisense,XM_004501943.3
STRG.3503.1,overlapping,XR_189903.3
STRG.3503.1,overlapping,XR_003472823.1
STRG.3503.1,overlapping,XR_001143991.2
STRG.3504.1,antisense,XM_004501966.3
STRG.3505.1,antisense,XM_004501979.3
STRG.3506.1,intronic,XM_004501987.3
STRG.3507.1,overlapping,XR_001143999.2
STRG.3507.1,overlapping,XM_012716318.2
STRG.3507.1,overlapping,XM_027334972.1
STRG.3507.1,overlapping,XR_003473014.1
STRG.3507.1,overlapping,XR_001143996.2
STRG.3507.1,overlapping,XR_001143997.2
STRG.3507.1,overlapping,XR_001143995.2
STRG.3507.1,overlapping,XR_003473013.1
STRG.3507.2,overlapping,XR_001143995.2
STRG.3507.2,overlapping,XR_001143996.2
STRG.3507.2,overlapping,XR_001143999.2
STRG.3507.2,overlapping,XR_003473013.1
STRG.3507.2,overlapping,XR_003473014.1
STRG.3507.2,overlapping,XR_001143997.2
STRG.3507.2,overlapping,XM_027334972.1
STRG.3507.2,overlapping,XM_012716318.2
STRG.3508.1,overlapping,XM_004501999.3
STRG.3509.1,overlapping,XR_003472911.1
STRG.351.1,overlapping,XR_003471478.1
STRG.3510.1,overlapping,XR_001143992.2
STRG.3511.1,overlapping,XM_004502019.3
STRG.3512.1,overlapping,XM_004502021.3
STRG.3512.1,overlapping,XM_027334452.1
STRG.3513.1,antisense,XM_027334939.1
STRG.3513.1,antisense,XM_004502030.3
STRG.3513.1,antisense,XM_012716323.2
STRG.3513.1,antisense,XM_004502029.3
STRG.3514.1,antisense,XM_004502035.3
STRG.3515.1,overlapping,XM_004502035.3
STRG.3516.1,intronic,XM_004502045.3
STRG.3517.1,overlapping,XM_027334937.1
STRG.3517.1,overlapping,XM_004502047.3
STRG.3517.1,overlapping,XM_012716315.2
STRG.3517.1,overlapping,XM_004502048.3
STRG.3517.1,overlapping,XM_027334938.1
STRG.3518.1,overlapping,XR_003472811.1
STRG.3518.1,overlapping,XR_003472810.1
STRG.3519.1,overlapping,XM_027334739.1
STRG.3520.1,intronic,XR_003472728.1
STRG.3521.1,overlapping,XM_004502110.3
STRG.3524.1,intronic,XM_012716337.2
STRG.3525.1,intronic,XR_003472786.1
STRG.3526.1,intronic,XM_027334264.1
STRG.3527.1,antisense,XM_004502146.3
STRG.3527.1,overlapping,XR_003473008.1
STRG.3527.1,overlapping,XR_001144007.2
STRG.3528.1,intronic,XM_004502150.3
STRG.353.1,intronic,XM_027336441.1
STRG.3530.1,overlapping,XR_003473147.1
STRG.3530.1,antisense,XM_027334574.1
STRG.3530.1,antisense,XM_012716361.2
STRG.3531.1,overlapping,XR_003473069.1
STRG.3532.1,overlapping,XM_004502182.3
STRG.3533.1,antisense,XM_004502183.3
STRG.3534.1,overlapping,XM_004502185.3
STRG.3535.1,overlapping,XR_003472852.1
STRG.3536.1,antisense,XM_027334947.1
STRG.3536.1,overlapping,XM_004502196.3
STRG.3536.1,overlapping,XM_004502195.3
STRG.3536.1,overlapping,XM_012716390.2
STRG.3536.1,antisense,XM_004502193.3
STRG.3536.1,antisense,XM_027334948.1
STRG.3536.1,antisense,XM_012716389.2
STRG.3536.1,overlapping,XM_012716391.2
STRG.3537.1,antisense,XM_012716391.2
STRG.3537.1,antisense,XM_012716390.2
STRG.3537.1,overlapping,XM_027334948.1
STRG.3537.1,overlapping,XM_012716389.2
STRG.3537.1,overlapping,XM_027334947.1
STRG.3537.1,antisense,XM_004502195.3
STRG.3537.1,antisense,XM_004502196.3
STRG.3537.1,overlapping,XM_004502193.3
STRG.3538.1,intronic,XM_004502203.3
STRG.3539.1,antisense,XM_004502203.3
STRG.354.1,antisense,XM_012718505.2
STRG.354.1,antisense,XM_004487907.2
STRG.3540.1,intronic,XM_012716360.2
STRG.3542.1,intronic,XM_004502213.3
STRG.3543.1,overlapping,XM_004502219.3
STRG.3544.1,overlapping,XM_004502314.3
STRG.3545.1,overlapping,XM_004502314.3
STRG.3545.1,antisense,XM_004502237.3
STRG.3545.1,antisense,XM_004502238.3
STRG.3545.1,antisense,XM_004502239.2
STRG.3546.1,overlapping,XM_027334759.1
STRG.3546.1,antisense,XM_004502242.3
STRG.3547.1,intronic,XM_004502242.3
STRG.3548.1,intronic,XM_004502243.3
STRG.3549.1,intronic,XM_004502244.3
STRG.3549.1,antisense,XR_001144009.2
STRG.355.1,overlapping,XM_004487910.3
STRG.355.1,overlapping,XR_003472233.1
STRG.3550.1,overlapping,XM_027334571.1
STRG.3551.1,antisense,XM_004502249.3
STRG.3552.1,overlapping,XR_001144005.2
STRG.3552.1,overlapping,XM_004502251.3
STRG.3552.1,overlapping,XM_012716352.2
STRG.3552.2,overlapping,XM_012716352.2
STRG.3552.2,overlapping,XM_004502251.3
STRG.3552.2,overlapping,XR_001144005.2
STRG.3553.1,overlapping,XM_027334648.1
STRG.3554.1,antisense,XM_004502270.3
STRG.3555.1,overlapping,XR_003472767.1
STRG.3556.1,overlapping,XM_004502272.3
STRG.3557.1,antisense,XM_004502281.3
STRG.3558.1,antisense,XM_004502283.3
STRG.3559.1,overlapping,XM_004502289.3
STRG.3560.1,intronic,XM_004502302.3
STRG.3561.1,overlapping,XM_004502303.3
STRG.3561.1,overlapping,XM_004502318.3
STRG.3561.2,overlapping,XM_004502318.3
STRG.3562.1,antisense,XM_004502447.3
STRG.3562.1,intronic,XR_003472777.1
STRG.3563.1,overlapping,XR_003472777.1
STRG.3563.1,antisense,XM_004502447.3
STRG.3564.1,overlapping,XR_003472822.1
STRG.3565.1,overlapping,XM_004502356.3
STRG.3566.1,antisense,XM_004502361.3
STRG.3566.1,antisense,XM_004502362.3
STRG.3567.1,intronic,XM_004502369.3
STRG.3568.1,antisense,XM_004502374.3
STRG.3568.1,overlapping,XM_004502370.3
STRG.3568.1,antisense,XM_004502369.3
STRG.3568.1,antisense,XM_004502373.3
STRG.3568.1,overlapping,XM_004502371.3
STRG.3568.1,overlapping,XR_003472785.1
STRG.3568.2,overlapping,XR_003472785.1
STRG.3568.2,antisense,XM_004502373.3
STRG.3569.1,antisense,XM_004502370.3
STRG.3569.1,antisense,XM_004502371.3
STRG.3570.1,intronic,XM_004502384.3
STRG.3571.1,antisense,XM_004502398.3
STRG.3571.1,antisense,XM_004502397.3
STRG.3573.1,intronic,XR_003472726.1
STRG.3574.1,antisense,XR_003472850.1
STRG.3575.1,overlapping,XM_012716412.2
STRG.3575.1,overlapping,XM_027335086.1
STRG.3575.1,overlapping,XM_027335087.1
STRG.3576.1,intronic,XM_004502456.3
STRG.3577.1,overlapping,XM_004502456.3
STRG.3578.1,antisense,XM_004502457.3
STRG.3579.1,overlapping,XM_004502437.3
STRG.358.1,overlapping,XM_004487918.3
STRG.358.1,overlapping,XM_012718522.2
STRG.358.1,overlapping,XM_012718524.2
STRG.358.1,overlapping,XM_004487915.3
STRG.358.1,overlapping,XM_027332632.1
STRG.3580.1,antisense,XM_004502438.3
STRG.3581.1,antisense,XM_004502459.3
STRG.3581.1,antisense,XM_004502460.3
STRG.3582.1,overlapping,XR_003472802.1
STRG.3582.1,antisense,XM_004502464.3
STRG.3583.1,overlapping,XM_004502469.3
STRG.3583.1,overlapping,XM_012716438.2
STRG.3583.1,overlapping,XM_004502467.3
STRG.3584.1,overlapping,XM_004502473.2
STRG.3585.1,intronic,XM_027335105.1
STRG.3585.1,intronic,XM_004502479.3
STRG.3586.1,intronic,XR_001144025.2
STRG.3589.1,overlapping,XM_004502485.3
STRG.3589.1,overlapping,XM_027334368.1
STRG.359.1,overlapping,XM_004487948.3
STRG.359.2,overlapping,XM_004487948.3
STRG.3590.1,overlapping,XM_004502982.3
STRG.3591.1,overlapping,XR_001144030.2
STRG.3592.1,overlapping,XR_003472773.1
STRG.3592.1,overlapping,XR_001144020.2
STRG.3592.1,antisense,XM_004502492.3
STRG.3594.1,intronic,XM_027334473.1
STRG.3595.1,overlapping,XR_003472734.1
STRG.3596.1,overlapping,XM_004502503.3
STRG.3596.1,overlapping,XM_012716434.2
STRG.3596.1,overlapping,XM_012716435.2
STRG.3597.1,overlapping,XM_004502507.3
STRG.3599.1,antisense,XM_004502517.3
STRG.36.1,intronic,XM_004486189.3
STRG.36.1,intronic,XR_003471885.1
STRG.360.1,overlapping,XR_003471927.1
STRG.3600.1,intronic,XM_004502517.3
STRG.3602.1,overlapping,XM_004502535.3
STRG.3603.1,antisense,XM_004502537.3
STRG.3603.1,antisense,XM_004502536.3
STRG.3604.1,antisense,XM_004502543.3
STRG.3604.1,antisense,XM_004502544.3
STRG.3606.1,antisense,XM_004502556.3
STRG.3607.1,overlapping,XM_027334815.1
STRG.3607.1,overlapping,XM_004502560.3
STRG.3607.1,overlapping,XM_027334814.1
STRG.3608.1,antisense,XM_004502568.3
STRG.3608.1,antisense,XM_004502567.3
STRG.3608.1,antisense,XM_004502569.3
STRG.3609.1,antisense,XM_012716520.2
STRG.3609.1,antisense,XM_012716519.2
STRG.3609.1,antisense,XM_012716521.2
STRG.3610.1,overlapping,XM_004502574.3
STRG.3610.1,overlapping,XM_012716516.2
STRG.3610.1,overlapping,XR_003472960.1
STRG.3611.1,overlapping,XR_003472826.1
STRG.3612.1,antisense,XM_004502581.3
STRG.3613.1,intronic,XM_027334234.1
STRG.3613.1,intronic,XM_004502586.3
STRG.3614.1,antisense,XM_004502600.3
STRG.3615.1,overlapping,XM_004502623.3
STRG.3616.1,antisense,XM_004502624.3
STRG.3618.1,overlapping,XM_004502632.3
STRG.3618.1,intronic,XM_004502633.3
STRG.362.1,overlapping,XR_003472639.1
STRG.3620.1,overlapping,XM_004502673.3
STRG.3622.1,intronic,XR_003472729.1
STRG.3623.1,overlapping,XR_189918.3
STRG.3626.1,antisense,XM_004502695.2
STRG.3627.1,intronic,XM_004502695.2
STRG.3628.1,intronic,XM_027334750.1
STRG.3629.1,intronic,XR_189920.3
STRG.363.1,antisense,XM_004487931.3
STRG.363.1,antisense,XM_004487930.3
STRG.363.1,antisense,XM_004487929.3
STRG.3630.1,intronic,XM_004502719.3
STRG.3631.1,antisense,XM_027334588.1
STRG.3631.1,antisense,XM_004502730.3
STRG.3631.1,antisense,XM_027334589.1
STRG.3632.1,overlapping,XM_004502734.3
STRG.3632.1,antisense,XM_012716461.2
STRG.3633.1,overlapping,XM_027334610.1
STRG.3633.1,overlapping,XM_027334611.1
STRG.3633.1,overlapping,XM_027334751.1
STRG.3634.1,antisense,XM_027334196.1
STRG.3634.1,antisense,NM_001364853.1
STRG.3635.1,antisense,XM_004502748.3
STRG.3636.1,intronic,XR_003473023.1
STRG.3636.1,antisense,XM_004502750.3
STRG.3637.1,intronic,XM_004502762.3
STRG.3638.1,overlapping,XM_004502770.3
STRG.3638.1,overlapping,XM_027334805.1
STRG.3638.1,overlapping,XM_027334806.1
STRG.3638.1,overlapping,XR_189922.3
STRG.364.1,intronic,XM_004487951.3
STRG.3640.1,overlapping,XM_004502773.3
STRG.3641.1,antisense,XM_004502779.3
STRG.3641.1,antisense,XM_004502783.3
STRG.3641.1,antisense,XM_004502784.3
STRG.3641.1,antisense,XM_004502780.3
STRG.3641.1,antisense,XM_004502786.3
STRG.3642.1,antisense,XM_004502792.3
STRG.3644.1,intronic,XM_004502814.3
STRG.3645.1,overlapping,XM_027334752.1
STRG.3646.1,antisense,XM_004502818.3
STRG.3646.1,antisense,XM_027334243.1
STRG.3646.1,antisense,XM_027334244.1
STRG.3648.1,intronic,XR_003472873.1
STRG.3649.1,antisense,XM_004502836.3
STRG.365.1,overlapping,XR_003471447.1
STRG.3650.1,antisense,XM_004502847.3
STRG.3651.1,overlapping,XM_004502851.3
STRG.3652.1,antisense,XM_004502853.3
STRG.3652.1,antisense,XM_012716422.2
STRG.3653.1,intronic,XM_004502856.3
STRG.3654.1,intronic,XR_003472974.1
STRG.3654.1,antisense,XM_004502858.3
STRG.3655.1,overlapping,XM_004502860.3
STRG.3656.1,antisense,XM_004502862.3
STRG.3656.1,overlapping,XR_003473071.1
STRG.3656.1,overlapping,XM_012716498.2
STRG.3656.1,antisense,XM_027335160.1
STRG.3657.1,antisense,XM_004502870.3
STRG.3658.1,intronic,XM_027334813.1
STRG.3658.1,antisense,XM_012716478.2
STRG.3658.1,antisense,XM_004502873.3
STRG.3659.1,antisense,XM_004502880.3
STRG.366.1,intronic,XR_003471622.1
STRG.3660.1,overlapping,XM_012716447.2
STRG.3661.1,antisense,XM_012716528.2
STRG.3662.1,overlapping,XM_027334933.1
STRG.3662.1,overlapping,XM_004502890.3
STRG.3662.1,antisense,XM_004502892.3
STRG.3664.1,antisense,XM_004502905.3
STRG.3666.1,antisense,XM_004502914.3
STRG.3667.1,overlapping,XM_012716532.2
STRG.3668.1,antisense,XM_012716532.2
STRG.3669.1,intronic,XM_027334240.1
STRG.367.1,intronic,XR_003474066.1
STRG.3670.1,overlapping,XM_012716535.2
STRG.3671.1,antisense,XM_004502953.3
STRG.3673.1,overlapping,XM_004502958.3
STRG.3673.1,overlapping,XM_004502957.3
STRG.3673.2,overlapping,XM_004502957.3
STRG.3673.2,overlapping,XM_004502958.3
STRG.3674.1,antisense,XM_012716476.2
STRG.3674.1,antisense,XM_004502965.3
STRG.3676.1,overlapping,XR_003472861.1
STRG.3676.1,overlapping,XR_003472862.1
STRG.3677.1,intronic,XR_003473641.1
STRG.3679.1,intronic,XM_012716555.2
STRG.3680.1,overlapping,XR_189929.3
STRG.3680.1,overlapping,XR_003473766.1
STRG.3681.1,antisense,XR_003473766.1
STRG.3682.1,overlapping,XM_004503024.3
STRG.3682.1,overlapping,XM_004503025.3
STRG.3682.2,overlapping,XM_004503025.3
STRG.3682.2,overlapping,XM_004503024.3
STRG.3683.1,antisense,XM_004503026.3
STRG.3684.1,overlapping,XR_003473806.1
STRG.3684.1,overlapping,XR_003473807.1
STRG.3684.1,overlapping,XR_003473810.1
STRG.3684.1,overlapping,XR_189930.3
STRG.3684.1,overlapping,XR_003473804.1
STRG.3684.1,overlapping,XR_003473805.1
STRG.3685.1,antisense,XM_012716556.2
STRG.3686.1,overlapping,XM_012716556.2
STRG.3687.1,intronic,XM_004503051.3
STRG.3688.1,intronic,XR_003473201.1
STRG.3689.1,intronic,XR_001144035.2
STRG.3689.1,antisense,XM_004503071.3
STRG.369.1,overlapping,XM_004487959.3
STRG.369.1,antisense,XM_012718589.2
STRG.3690.1,overlapping,XM_004503079.3
STRG.3691.1,intronic,XR_003473456.1
STRG.3692.1,antisense,XM_027336286.1
STRG.3692.1,antisense,XM_027336285.1
STRG.3692.1,antisense,XM_027336282.1
STRG.3692.1,antisense,XM_027336283.1
STRG.3692.1,antisense,XM_027336284.1
STRG.3694.1,antisense,XM_027336217.1
STRG.3694.1,antisense,XM_027336218.1
STRG.3694.1,antisense,XM_012716546.2
STRG.3694.1,antisense,XM_027336216.1
STRG.3694.1,antisense,XM_004503118.3
STRG.3695.1,antisense,XM_027335424.1
STRG.3696.1,intronic,XR_003473239.1
STRG.3696.1,overlapping,XM_004503142.3
STRG.3697.1,overlapping,XM_004503144.3
STRG.3698.1,overlapping,XM_027335935.1
STRG.3699.1,overlapping,XR_003473351.1
STRG.37.1,overlapping,XM_004485541.3
STRG.3700.1,antisense,unassigned_transcript_356
STRG.3700.1,overlapping,XM_004503155.3
STRG.3700.1,overlapping,XM_027335831.1
STRG.3700.1,overlapping,XM_027335830.1
STRG.3700.1,overlapping,XM_027335832.1
STRG.3700.1,overlapping,XM_027335829.1
STRG.3701.1,antisense,XM_004503160.3
STRG.3702.1,antisense,XM_004503160.3
STRG.3704.1,antisense,XM_004503171.3
STRG.3705.1,intronic,XM_004503335.3
STRG.3708.1,antisense,XM_004503180.3
STRG.3708.1,antisense,XM_027335770.1
STRG.3708.1,antisense,XM_027335769.1
STRG.3708.1,antisense,XM_027335768.1
STRG.3709.1,intronic,XM_004503183.3
STRG.3709.1,intronic,XM_004503182.3
STRG.3709.1,intronic,XM_012716607.2
STRG.3709.1,antisense,XR_003473220.1
STRG.3710.1,antisense,XM_004503185.3
STRG.3710.1,antisense,XM_004503188.3
STRG.3710.1,overlapping,XR_003473289.1
STRG.3711.1,intronic,XR_003473536.1
STRG.3711.1,intronic,XR_189933.3
STRG.3711.1,intronic,XR_003473538.1
STRG.3711.1,intronic,XR_003473537.1
STRG.3711.1,intronic,XR_003473535.1
STRG.3712.1,intronic,XR_003473200.1
STRG.3713.1,antisense,XR_001144053.2
STRG.3713.1,antisense,XM_004503205.3
STRG.3714.1,antisense,XM_004503221.3
STRG.3715.1,overlapping,XR_003473296.1
STRG.3715.1,antisense,XM_027335488.1
STRG.3715.1,antisense,XM_004503228.3
STRG.3716.1,overlapping,XM_012716588.2
STRG.3716.1,overlapping,XM_004503230.3
STRG.3718.1,overlapping,XR_003473276.1
STRG.3718.1,overlapping,XR_003473279.1
STRG.3718.1,overlapping,XR_003473277.1
STRG.3718.1,overlapping,XR_003473278.1
STRG.3719.1,overlapping,XM_004503339.3
STRG.3720.1,intronic,XM_004503261.3
STRG.3720.1,intronic,XM_004503260.3
STRG.3721.1,overlapping,XM_027335986.1
STRG.3722.1,antisense,XM_004503268.3
STRG.3722.1,antisense,XM_004503269.3
STRG.3723.1,intronic,XM_027336196.1
STRG.3723.1,overlapping,XM_012716601.2
STRG.3724.1,overlapping,XR_003473815.1
STRG.3724.1,overlapping,XR_003473813.1
STRG.3724.1,overlapping,XR_003473812.1
STRG.3724.1,overlapping,XR_003473811.1
STRG.3724.1,overlapping,XR_003473816.1
STRG.3724.1,overlapping,XR_003473814.1
STRG.3724.1,overlapping,XM_004503276.3
STRG.3724.1,overlapping,XM_004503275.3
STRG.3725.1,intronic,XM_004503285.3
STRG.3726.1,overlapping,XM_004503315.3
STRG.3727.1,intronic,XM_004503316.3
STRG.3728.1,overlapping,XR_001144037.2
STRG.3729.1,intronic,XR_003473472.1
STRG.3729.1,intronic,XM_027335777.1
STRG.373.1,overlapping,XR_189342.3
STRG.3730.1,intronic,XR_003473744.1
STRG.3731.1,intronic,XR_003473210.1
STRG.3732.1,overlapping,XR_003473224.1
STRG.3732.1,overlapping,XM_004503350.3
STRG.3734.1,overlapping,XR_001144054.2
STRG.3734.1,intronic,XM_004503374.3
STRG.3735.1,antisense,XM_004503363.3
STRG.3735.1,antisense,unassigned_transcript_360
STRG.3736.1,antisense,XM_004503365.3
STRG.3737.1,overlapping,XM_004503373.3
STRG.3738.1,overlapping,XR_003473761.1
STRG.3739.1,intronic,XM_027335991.1
STRG.3740.1,intronic,XR_003473361.1
STRG.3741.1,overlapping,XM_012716665.2
STRG.3742.1,antisense,XR_003473932.1
STRG.3742.1,antisense,XR_003473930.1
STRG.3742.1,antisense,XR_003473834.1
STRG.3742.1,antisense,XR_003473855.1
STRG.3742.1,antisense,XR_003473838.1
STRG.3742.1,antisense,XR_003473931.1
STRG.3742.1,antisense,XR_003473927.1
STRG.3742.1,antisense,XR_003473835.1
STRG.3742.1,antisense,XR_003473842.1
STRG.3743.1,overlapping,XM_004503389.3
STRG.3744.1,overlapping,XM_004503395.3
STRG.3745.1,intronic,XR_189942.3
STRG.3746.1,overlapping,XM_012716702.2
STRG.3747.1,antisense,XM_027335998.1
STRG.3748.1,antisense,XM_004503405.3
STRG.3748.1,antisense,XM_004503404.3
STRG.3749.1,antisense,XM_027335533.1
STRG.3749.1,antisense,XM_027335534.1
STRG.375.1,antisense,XM_004487970.3
STRG.375.1,overlapping,XR_003471982.1
STRG.3752.1,antisense,XM_004503424.3
STRG.3752.1,intronic,XR_003473374.1
STRG.3753.1,intronic,XM_004503769.3
STRG.3754.1,overlapping,XM_004503465.3
STRG.3755.1,antisense,XM_004503471.3
STRG.3755.1,overlapping,XM_004503470.3
STRG.3756.1,overlapping,XM_004503472.3
STRG.3757.1,overlapping,XM_004503473.3
STRG.3758.1,antisense,XM_004503481.3
STRG.3759.1,intronic,XM_027335767.1
STRG.376.1,overlapping,XR_001144489.2
STRG.3762.1,antisense,XM_027336005.1
STRG.3765.1,antisense,XM_004503509.3
